JobNumber,JobGroupNumber,JobClassNumber,OrgScope,JobNameAr,JobNameEn
1962,22,3,1,مساعد مدير مكتب تكنولوجيا المعلومات,Assistant Director of Information Technology Office
2446,22,3,1,مساعد مدير مكتب سعادة الوزير,Assistant Manager of Office of His Excellency the Minister
3800,47,5,2,مساعد مسؤول مصادر التعلم,Learning Resources Assistant Officer
3481,147,5,2,مساعد مشرف اداري,Assistant Administrative Superintendent
2276,24,3,1,مساعد معاين اتصالات,Communication Previewer Assistant
813,77,5,2,مساعد معلم,assistant teacher
3343,77,7,2,مساعد معلم برايل,Assistant Braille Teacher
3351,77,5,2,مساعد معلم برايل,Assistant Braille Teacher
2824,77,5,2,مساعد معلم تربية خاصة,Special Education Assistant Teacher
3342,77,5,2,مساعد معلم موسيقى,Assistant Music Teacher
420,22,3,1,مساعد ملحق,Assistant Attache
1672,64,3,1,مساعد مندوب هجرة,Assistant Immigration Officer
3415,287,5,2,مساعد موظف استقبال,Assistant Receptionist
1990,15,3,1,مساعد نجار,Assistant Carpenter
3587,23,4,1,مساعدة مدير مكتب تقييم الطلبة,Assistant Director of Student Assessment Office
4315,22,3,1,مساعدًا لمدير إدارة نظم المعلومات لشؤون المدارس بالوزارة,Assistant Director of Information Systems Department for Ministry School Affairs
2283,283,3,1,مستشار,Consultant
3689,283,3,1,مستشار  بمكتب سعادة الوزير,Advisor at the Minister Office
4019,283,2,1,مستشار أكاديمي,Academic Advisor
4145,283,3,1,مستشار اعتماد أكاديمي,Academic Accreditation Consultant
3488,283,,1,مستشار التعليم العالي,Higher Education Consultant
2881,113,3,1,مستشار الوزير  للشؤون المالية,Minister's Advisor For Financial Affairs
3444,113,3,1,مستشار في إدارة التربية الخاصة,Special Education Consultant
3663,283,4,1,مستشار لشؤون التعاون الدولي,International Cooperation Affairs Advisor
3662,283,4,1,مستشار لشؤون التعليم العالي,Higher Education Affairs Advisor
3661,283,4,1,مستشار للشؤون الأكاديمية,Academic Affairs Advisor
1776,74,3,1,مشرف أرشيف ثالث,3rd Archive Supervisor
4318,74,3,1,مشرف أنشطة كشفية اول,Senior Scouting Activities Supervisor
1572,24,3,1,مشرف اتصالات رابع,4th Communication Supervisor
441,283,5,1,مشرف اجتماعي,Social Superintendent
425,147,5,2,مشرف اداري,Administrative Superintendent
4056,147,5,2,مشرف اداري- احتياط,Reserve Administrative Supervisor
2888,74,3,1,مشرف ارشيف,Archive Supervisor
2825,63,3,1,مشرف الموقع الالكتروني,Webmaster
4156,283,3,1,مشرف تراخيص ثاني,Second Licensing Supervisor
4157,283,3,1,مشرف تراخيص رابع,Fourth Licensing Supervisor
1659,24,3,1,مشرف تصوير ثالث,3rd Photography Supervisor
2120,283,3,1,مشرف تفتيش إسكان أول,Senior Housing Inspection Supervisior
3815,283,,1,مشرف تفتيش دور حضانة أول,1 st Nursery Inspection Supervisor
3223,283,3,1,مشرف تفتيش صحة وسلامة,Health and Safety Inspection Supervisor
3224,283,3,1,مشرف تفتيش صحة وسلامة أول,1rd Health and Safety Inspection Supervisor
2097,283,3,1,مشرف تفتيش صيانة مباني,Building Maintenance Inspection Supervisor
2098,283,3,1,مشرف تفتيش صيانة مباني أول,Senior Building Maintenance Inspection Supervisor
1352,283,3,1,مشرف تفتيش مباني,Building Inspecting Supervisor
2125,283,3,1,مشرف تفتيش مقاصف أول,Senior Canteen Inspection Supervisor
4199,283,3,1,مشرف تقني معلومات رابع,4th Information Technology Supervisor
1506,14,3,1,مشرف تكييف وتبريد رابع,4th Air Conditioning and Cooling system Supervisor
1548,24,3,1,مشرف حاسب آلي  رابع,4th Computer Supervisor
4254,74,3,1,مشرف خدمة جمهور ثالث,3rd Customer Service Supervisor
1592,24,3,1,مشرف دعم ثاني,2nd Support Supervisor
4327,283,,1,مشرف رقابة ثالث,3th Control Supervisor
4269,283,,1,مشرف رقابة رابع,4th Control Supervisor
3681,283,3,1,مشرف سكرتارية رابع,Fourth Secretary Supervisor
4915,74,3,1,مشرف شؤون إدارية ثالث,3rd  administrative affairs supervisor
4031,64,3,2,مشرف شؤون إدارية رابع,4th Administrative Affairs Supervisor
1214,57,3,2,مشرف شؤون موظفين,Personnel Supervisor
1581,24,3,1,مشرف شبكات ثالث,3rd Networks Supervisor
2105,14,3,1,مشرف صيانة مباني ثالث,3rd Building Maintenance Supervisor
2106,14,3,1,مشرف صيانة مباني ثاني,2nd Building Maintenance Supervisor
1669,64,3,1,مشرف طباعة ثالث,3rd typewriting Supervisor
1670,64,3,1,مشرف طباعة ثاني,2nd typewriting Supervisor
1668,64,3,1,مشرف طباعة رابع,4th typewriting Supervisor
3731,283,5,1,مشرف طلاب,Students Supervisor
3710,147,5,2,مشرف طلاب أول,First Student Supervisor
3708,147,5,2,مشرف طلاب ثالث,Third Student Supervisor
3709,147,5,2,مشرف طلاب ثاني,Second Student Supervisor
2432,63,3,1,مشرف قاعدة بيانات,Database Supervisor
4231,283,3,1,مشرف كتبة اتصال رابع,4th Communication Clerk Supervisor
1767,74,3,1,مشرف كتبة استقبال رابع,4th Reception Supervisor
1639,74,3,1,مشرف كتبة سكرتارية ثالث,3rd Secretarial Clerk Supervisor
1638,74,3,1,مشرف كتبة سكرتارية رابع,4th Secretarial Clerk Supervisor
1616,74,3,1,مشرف كتبة شئون إدارية ثاني,2nd Administrative Clerks Supervisor
1614,74,3,1,مشرف كتبة شئون إدارية رابع,4th Administrative Clerks Supervisor
2148,14,3,1,مشرف كهربائيين رابع,4th Electricians Supervisor
2115,74,3,1,مشرف مخازن أول,1st Warehouse Supervisor
2113,74,3,1,مشرف مخازن ثالث,3rd Warehouse Supervisor
2114,74,3,1,مشرف مخازن ثاني,2nd Warehouse Supervisor
2112,74,3,1,مشرف مخازن رابع,4th Warehouse Supervisor
3907,283,5,1,مشرف مساعد,Assistant Supervisor
4029,283,3,1,مشرف مستودع أول,First Warehouse Supervisor
3679,283,3,1,مشرف مستودع ثاني,First Warehouse Supervisor
3851,14,3,1,مشرف مشتريات أول,First Purchasing Supervisor
3853,14,3,1,مشرف مشتريات ثالث,Third Purchasing Supervisor
3852,14,3,1,مشرف مشتريات ثاني,Second Purchasing Supervisor
3847,14,3,1,مشرف مشتريات رابع,Fourth Purchasing Supervisor
3928,283,3,1,مشرف مفتش دور حضانات,Nursery Inspector Supervisor
447,257,5,2,مشرف مقصف,Canteen Superintendent
4059,147,5,2,مشرف مقصف – احتياط,Reserve Canteen Supervisor
3894,283,3,1,مشرف ملاحظ حراسة وأمن ثاني,Second Security Foreman Supervisor
3370,283,3,1,مشرف ملاحظ حراسة وامن ثالث,Third Security Guard Supervisor
3127,64,3,1,مشرف ملاحظ حراسة وامن رابع,4th Security Guards Supervisor
4012,14,3,1,مشرف مندوبي خدمات رابع,Fourth Follow-Up Representative Supervisor
2056,64,3,1,مشرف نقليات ثالث,3rd transportation Supervisor
2057,64,3,1,مشرف نقليات ثاني,2nd transportation Supervisor
1556,24,3,1,مشرف وسائط متعددة رابع,4th Multimedia Supervisor
4289,283,3,1,مصمم ثاني,2ND DESIGNER
4892,283,3,1,مصمم جرافيك,Graphic Designer
1356,283,3,1,مصمم جرافيك أول,1st Graphic Designer
1354,283,3,1,مصمم جرافيك ثالث,3rd Graphic Designer
1355,283,3,1,مصمم جرافيك ثاني,2nd Graphic Designer
3745,63,3,1,مصممUI-UX,UI-UX Designer
1654,24,3,1,مصور رابع,4th Photographer
4276,63,3,1,مطور برامج ذكاء اعمال اول,Senior Business Intelligence Software Developer
3749,63,3,1,مطور ذكاء الأعمال,BI Developer
3802,63,3,1,مطور واجهة المستخدمين,Senior UI/UX Developer
4846,55,3,1,معاون سكرتارية,Secretary Assistant
4184,55,3,1,معاون فني كهرباء,Electrical Technician Assistant
4013,55,5,2,معاون كاتب وثائق,Assistant Documents Clerk
4224,55,5,2,معاون مندوب,Assistant Representative
4188,267,3,1,معاون مندوب اول,Senior Public Services Assistant Officer
4014,55,5,2,معاون مندوب هجرة,Assistant Immigration Representative
4194,55,5,2,معاون مندوب هجرة أول,Senior Assistant Passports and Immigration Representative
3461,283,3,1,معاين علاقات  عامة ثاني,Public Relations Inspector II
2622,14,,1,معاين مباني ثالث,Third Building Previewer
516,28,4,2,معلم,Teacher
897,28,4,1,معلم,Teacher
3431,28,4,2,معلم AP,AP Teacher
3380,28,4,2,معلم STEM,STEM Teacher
2515,28,4,2,معلم إدارة أعمال,Business Administration Teacher
3951,28,4,2,معلم إدارة-إقتصاد,Management and Economics teacher
2617,28,4,2,معلم إعلام,Media Teacher
623,28,4,2,معلم احياء,Biology Teacher
378,28,4,2,معلم الفنون البصرية,Art Education Teacher
3523,28,4,2,معلم الكترونيات وأتصالات,Electronics and Communications Teacher
3338,28,4,2,معلم المهارات الحياتية,Life SkillsTeacher
2532,28,4,2,معلم المواد التخصصية,Teacher  of specialized subjects
379,28,4,2,معلم اناشيد,Music Education Teacher
2616,28,4,2,معلم برامج الهندسة,Engineering Programs Teacher
3339,28,4,2,معلم برايل,Braille Teacher
3350,28,4,2,معلم برايل,Braille Teacher
3920,147,5,2,معلم تاريخ قطر,Qatar History Teacher
389,28,4,2,معلم تربية خاصة,Special Education Teacher
377,28,4,2,معلم تربية رياضية,Physical Education Teacher
2863,28,4,2,معلم تربية مسرحية,Theatre Education Teacher
3327,28,4,2,معلم تصميم,Interior Design Teacher
3394,28,4,2,معلم تصميم داخلي,Interior Design Teacher
3486,28,4,1,معلم تقني,Technical Teacher
4924,28,4,2,معلم تكنولوجيا التصميم (DT),Design Technology (DT) Teacher
381,28,4,2,معلم حاسب آلي,Computer Teacher
1061,28,4,2,معلم دراما,Drama Coordinator
791,28,4,2,معلم دعم إضافي,Additional Support teacher
3482,28,4,2,معلم رياض اطفال,Kindergarten teacher
567,28,4,2,معلم رياضيات,Mathematics Teacher
880,28,4,2,معلم صعوبات تعلم,Learning Difficulties Teacher
3215,28,4,2,معلم طفولة لغة انجليزية,English Teacher Early Education
563,28,4,2,معلم علم اجتماع,Social Science eacher
3445,28,4,2,معلم علم نفس,Psychology Teacher
386,28,4,2,معلم علوم,Science Teacher
2557,18,4,2,معلم علوم إدارية,Teacher  of Administrative Sciences
671,28,4,2,معلم علوم اجتماعية,Social Science Teacher
541,28,4,2,معلم علوم شرعية,Islamic Studies (Sharia) Teacher
3446,28,4,2,معلم فلسفة,Philosophy Teacher
3447,28,4,2,معلم فنون عمارة وتصميم,Architecture and Design Arts Teacher
605,28,4,2,معلم فيزياء,Physics Teacher
3218,28,,2,معلم قانون,Law teacher
593,28,4,2,معلم كيمياء,Chemistry Teacher
2614,28,4,2,معلم لغة ألمانية,German language teacher
2621,28,4,2,معلم لغة إسبانية,Spanish language teacher
384,28,4,2,معلم لغة عربية,Arabic Language Teacher
385,28,4,3,معلم لغة عربية ودراسات اسلامية,Arab and Islamic Studies teacher
387,28,4,2,معلم لغة فرنسية,French Language
3473,28,4,2,معلم لغة هندية,Indian Language teacher
2598,28,4,2,معلم لغة يابانية,Japanese language Teacher
383,28,4,2,معلم لغةانجليزية,English Language Teacher
4886,113,4,1,معلم مبتعث,Teacher on Scholarship
3356,28,5,2,معلم متدرب,Trainee Teacher
3365,28,4,2,معلم محاسبة,Accounting Teacher
4931,28,4,2,معلم مختبر المحاكاة الطبية,Medical Simulation Lab Instructor
372,28,4,2,معلم مسار ادبي,literary path teacher
382,28,4,2,معلم مسار علمي,scientific path teacher
3346,28,4,2,معلم مسار مهني,Vocational Track Teacher
740,28,4,2,معلم مهارات بحثية ومكتبية,Research and Office skills teacher
607,28,4,2,معلم مواد تجارية,Trade subjects teacher
3347,28,4,2,معلم موسيقى,Music Teacher
3337,28,4,2,معلم موسيقي,Music Teacher
3364,28,4,2,معلم نظم وتكنولوجيا معلومات,Information Systems and Technology Teacher
4925,28,4,2,معلم/مهندس مختبر الطب الحيوي / التكنولوجيا الحيوية,Biomedical / Biotechnology Lab Teacher–Engineer
2117,283,3,1,مفتش إسكان ثاني,2nd Housing Inspector
3807,283,,1,مفتش دور حضانات أول,1st Nursery Inspector
3819,283,,1,مفتش دور حضانة ثالث,3rd Nursery Inspector
3809,283,,1,مفتش دور حضانة ثاني,2nd Nursery Inspector
3222,283,,1,مفتش صحة وسلامة أول,1rd Health and Safety Inspector
3221,283,,1,مفتش صحة وسلامة ثاني,2rd Health and Safety Inspector
2096,283,3,1,مفتش صيانة مباني أول,1st Building Maintenance inspector
2095,283,3,1,مفتش صيانة مباني ثاني,2nd Building Maintenance inspector
1351,283,3,1,مفتش مباني أول,1st Building Inspector
1349,283,3,1,مفتش مباني ثالث,3rd Building Inspector
2123,283,3,1,مفتش مقاصف أول,1st Canteen Inspector
2121,283,3,1,مفتش مقاصف ثالث,3rd Canteen Inspector
2122,283,3,1,مفتش مقاصف ثاني,2nd Canteen Inspector
597,22,3,1,مفوض عام جمعية الكشافة,Scouts Association Commissioner
4073,55,3,1,ملاحظ  خدمات خامس,5th worker Supervisor
1828,55,3,1,ملاحظ  خدمات رابع,4th worker Supervisor
4242,55,3,1,ملاحظ بدالة خامس,5th Telephone Operator Observer
2005,15,3,1,ملاحظ حدادة أول,1st Blacksmithing Foreman
2003,15,3,1,ملاحظ حدادة ثالث,3rd Blacksmithing Foreman
2002,15,3,1,ملاحظ حدادة رابع,4th Blacksmithing Foreman
2183,55,3,1,ملاحظ حراس أول,1st Guards Foreman
2181,55,3,1,ملاحظ حراس ثالث,3rd Guards Foreman
2182,55,3,1,ملاحظ حراس ثاني,2nd Guards Foreman
4129,55,3,1,ملاحظ حراس خامس,5th Guards Foreman
2180,55,3,1,ملاحظ حراس رابع,4th Guards Foreman
1831,55,3,1,ملاحظ خدمات أول,1st worker Supervisor
1829,55,3,1,ملاحظ خدمات ثالث,3rd worker Supervisor
1830,55,3,1,ملاحظ خدمات ثاني,2nd worker Supervisor
1982,25,3,1,ملاحظ سائقين أول,1st Light Drivers Foreman
1989,25,3,1,ملاحظ سائقين أول,1nd Heavy Driver Foreman
1980,25,3,1,ملاحظ سائقين ثالث,3rd Light Drivers Foreman
1987,25,3,1,ملاحظ سائقين ثالث,3rd Heavy Driver Foreman
1981,25,3,1,ملاحظ سائقين ثاني,2nd Light Drivers Foreman
1988,25,3,1,ملاحظ سائقين ثاني,2nd Heavy Driver Foreman
1979,25,3,1,ملاحظ سائقين رابع,4th Light Drivers Foreman
1986,25,3,1,ملاحظ سائقين رابع,4th Heavy Driver Foreman
2011,15,3,1,ملاحظ صباغة ثالث,3rd painting Foreman
1005,29,5,2,ملاحظ طلبه,Supervisor
2130,55,3,1,ملاحظ عمال بدالة رابع,4th Operators Foreman
4183,55,3,1,ملاحظ عمال خدمات ثالث,3rd Services Workers Supervisor
4181,55,3,1,ملاحظ عمال خدمات خامس,5th Services Workers Supervisor
4182,55,3,1,ملاحظ عمال خدمات رابع,4th Services Workers Supervisor
1931,55,3,1,ملاحظ عمال ملفات ثالث,3rd Files Clerks Supervisor
1930,55,3,1,ملاحظ عمال ملفات رابع,4th Files Clerks Supervisor
2157,15,3,1,ملاحظ كهربائيين ثالث,3rd Electricians Foreman
3773,55,3,1,ملاحظ مراسلين أول,Senior Office Messenger Supervisor
3775,55,3,1,ملاحظ مراسلين ثالث,Third Office Messenger Supervisor
3774,55,3,1,ملاحظ مراسلين ثاني,Second Office Messenger Supervisor
3777,55,3,1,ملاحظ مراسلين خامس,Fifth Office Messenger Supervisor
3776,55,3,1,ملاحظ مراسلين رابع,Fourth Office Messenger Supervisor
2074,15,3,1,ملاحظ ميكانيكي سيارات أول,1st  Mechanic  Foreman
2073,15,3,1,ملاحظ ميكانيكي سيارات ثاني,2nd  Mechanic  Foreman
2071,15,3,1,ملاحظ ميكانيكيي سيارات رابع,4th Mechanic  Foreman
1996,15,3,1,ملاحظ نجارة ثاني,2nd Carpentry Foreman
1994,15,3,1,ملاحظ نجارة رابع,4th Carpentry Foreman
2583,12,3,1,ملحق ثقافي,Cultural Attaché
1878,277,3,2,ممرض,Nurse
2262,44,3,1,ممرض ثالث,3rd Nurse
3513,54,3,1,منتج أفلام,Film Producer
4015,54,3,1,منتج أفلام ثالث,Third Film Producer
4205,54,3,1,منتج أفلام ثاني,2nd Film Producer
965,55,5,3,مندوب,Representative
4869,64,3,1,مندوب خدمات أول,Senior Representative
2776,55,5,1,مندوب خدمات ثالث,3rd Correspondant
3680,55,3,1,مندوب خدمات رابع,Fourth Representative
3148,64,3,1,مندوب قضايا,Legal Correspondant
2584,12,3,1,مندوب قطر الدائم باليونسكو,Qatar’s Permanent Delegate to UNESCO
1687,64,3,1,مندوب متابعة أول,1st Follow up Officer
1685,64,3,1,مندوب متابعة ثالث,3rd Follow up Officer
1686,64,3,2,مندوب متابعة ثاني,2nd Follow up Officer
1683,64,3,1,مندوب متابعة خامس,5th Follow up Officer
1684,64,3,1,مندوب متابعة رابع,4th Follow up Officer
2256,64,3,1,مندوب مشتريات ثالث,3rd Purchases Officer
2254,64,3,1,مندوب مشتريات خامس,5th Purchases Officer
2255,64,3,1,مندوب مشتريات رابع,4th Purchases Officer
1675,55,3,1,مندوب هجرة ثالث,3rd Immigration Officer
1673,64,3,1,مندوب هجرة خامس,5th Immigration Officer
1674,64,3,1,مندوب هجرة رابع,4th Immigration Officer
71,18,5,2,منسق,Coordinator
1794,173,3,1,منسق  أعلامي ثاني,2nd Media Coordinator
1921,283,3,1,منسق  بعثات أول,1st Scholarship Coordinator
1920,283,3,1,منسق  بعثات ثاني,2nd Scholarship Coordinator
1052,18,4,2,منسق  تكنولوجيا المعلومات,Information Technology Coordinator
3396,28,4,2,منسق AP,AP Coordinator
1793,173,3,1,منسق أعلامي  ثالث,3rd Media  Coordinator
4155,18,4,2,منسق أنشطة,Activities Coordinator
4317,283,3,1,منسق أنشطة كشفية أول,Senior Scouting Activities Coordinator
1781,163,3,1,منسق اتصال ومعلومات أول,1st Communication and Information Coordinator
1779,163,3,1,منسق اتصال ومعلومات ثالث,3rd Communication and Information Coordinator
1780,163,3,1,منسق اتصال ومعلومات ثاني,2nd Communication and Information Coordinator
1494,283,3,1,منسق اتفاقات أول,1st Agreements Coordinator
1492,283,3,1,منسق اتفاقات ثالث,3rd Agreement Coordinator
1493,283,3,1,منسق اتفاقات ثاني,2nd Agreements Coordinator
1030,18,4,2,منسق احياء,Biology Coordinator
1038,18,4,2,منسق الدعم الإضافي,Additional Support Coordinator
1042,18,4,2,منسق الفنون البصرية,Art Education Coordinator
1044,18,4,2,منسق اللغة العربية,Arabic Coordinator
2537,68,4,2,منسق المشاريع الالكترونية,Electronic Projects Coordinator
3192,18,4,2,منسق المهارات المهنية,Vocational Skills Coordinator
3603,283,3,1,منسق بروتوكول أول,1st Protocol Coordinator
3477,283,3,1,منسق بروتوكول ثالث,Third Protocol Coordinator
3602,283,3,1,منسق بروتوكول ثاني,2nd Protocol Coordinator
1919,283,3,1,منسق بعثات ثالث,3rd Scholarship Coordinator
2558,18,4,2,منسق بكالوريا,Baccalaureate Coordinator
1289,63,3,1,منسق تجهيزات أول,1st Supplies Coordinator
1287,63,3,1,منسق تجهيزات ثالث,3rd Supplies Coordinator
1288,63,3,1,منسق تجهيزات ثاني,2nd Supplies Coordinator
1839,283,3,1,منسق تربية بدنية ثالث,3rd Physical Education Coordinator
2827,18,4,2,منسق تربية خاصة,Special Education Coordinator
1065,18,4,2,منسق تربية رياضيه,Physical Education Coordinator
1294,283,3,1,منسق تطوير مهني  أول,1st Professional Development Coordinator
3618,18,4,2,منسق تقني,Technical Coordinator
2842,283,3,3,منسق تواصل أول,1st Communications Coordinator
2840,283,3,1,منسق تواصل ثالث,3rd Communications Coordinator
2841,283,5,1,منسق تواصل ثاني,2nd Communications Coordinator
4879,113,2,1,منسق توجيه رياض أطفال أول,Senior kindergarten Supervision Coordinator
1855,283,3,1,منسق خدمات أول,1st Service Coordinator
1853,283,3,1,منسق خدمات ثالث,3rd Service Coordinator
1043,18,4,2,منسق دراسات اجتماعية,Social Studies Coordinator
3448,18,4,2,منسق رياض أطفال ثاني,Second kindergarten coordinator
3440,18,4,1,منسق رياض لأطفال مبادرة,Kindergarten Initiative Coordinator
1045,18,4,2,منسق رياضيات,Mathematic Coordinator
3683,18,4,2,منسق رياضيات ثالث,3rd Mathematic Coordinator
4908,113,3,1,منسق شؤون مؤسسات التعليم العالي ثالث,3rd Higher Education Institutions Affairs Coordinator
4297,113,3,1,منسق شؤون مؤسسات التعليم العالي ثاني,2sd Coordinator of Higher Education Institutions Affairs
2556,283,5,2,منسق شئون إدارية أول,Administrative Affairs Coordinator
1046,48,5,2,منسق شئون الطلاب,Student Affairs Coordinator
2555,18,5,2,منسق شئون مالية,Financial affairs coordinator
2864,18,4,2,منسق طفولة لغة انجليزية,English Coordinator Early Education
2593,283,3,1,منسق علاقات دولية أول,1st International Relations Coordinator
2591,283,3,1,منسق علاقات دولية ثالث,Third International Affairs Coordinator
2592,283,3,1,منسق علاقات دولية ثاني,2nd International Relations Coordinator
1788,163,3,1,منسق علاقات عامة أول,1st Public Relations Coordinator
1786,163,3,1,منسق علاقات عامة ثالث,3rd Public Relations Coordinator
1787,163,3,1,منسق علاقات عامة ثاني,2nd Public Relations Coordinator
1048,18,4,2,منسق علوم,Science Coordinator
2865,18,4,2,منسق علوم اجتماعية,Sociel Science Coordinator
1049,18,4,2,منسق علوم شرعية,Islamic Studies Coordinator
1066,18,4,2,منسق فيزياء,Physics Coordinator
3241,283,3,1,منسق قاعدة بيانات أول,1nd Database Coordinator
1067,18,4,2,منسق كيمياء,Chemistry Coordinator
1050,18,4,2,منسق لغة انجليزية,English Coordinator
3919,18,4,2,منسق مادة تاريخ قطر,Qatar History Coordinator
3492,18,4,2,منسق مادة رياض اطفال,Kindergarten Coordinator
1047,48,4,2,منسق مادة طفولة مبكرة,early childhood Coordinator
3191,18,4,2,منسق مادة لذوي الإعاقة السمعية,Subject Coordinator for the Hearing Impaired
4220,283,3,1,منسق متابعة تقييم أداء وظيفي اول,Senior Performance Appraisal Follow-up Coordinator
4897,113,3,1,منسق متابعة تقييم أداء وظيفي ثالث,3rd  Performance Management  System Coordinator
4168,113,2,1,منسق متابعة تقييم أداء وظيفي ثاني,2nd Performance Appraisal Follow-up Coordinator
4248,283,3,1,منسق مخازن ثالث,2 nd warehouse coordinator
4916,283,3,1,منسق مخازن ثاني,3rd Warehouse Coordinator
3905,117,5,2,منسق مرحلة إبتدائية,Primary Coordinator
1054,18,4,2,منسق مسار أدبي,literary path Coordinator
2615,18,4,2,منسق مسار المهارات الفنية,Tedhnical Skills Coordinator
1055,18,4,2,منسق مسار علمي,scientific path Coordinator
3884,68,3,1,منسق مشاريع,Projects Coordinator
1309,283,3,1,منسق مناهج أول,1st  Curriculum Coordinator
3397,18,4,2,منسق مواد ادبية,Literary Subject Coordinator
2531,18,4,2,منسق مواد تخصصية,Coordinator of specialized subjects
1056,18,4,2,منسق مواد غير اساسية,non-fundamental Coordinator
3379,18,4,2,منسق مواد وبرامج  STEM,STEM Materials and Programs Coordinator
4016,63,4,1,منسق موقع إلكتروني ثالث,Third Website Coordinator
2233,223,3,1,منسق وثائق أول,1st Documents Coordinator
2231,223,3,1,منسق وثائق ثالث,3rd Documents Coordinator
2232,223,3,1,منسق وثائق ثاني,2nd Documents Coordinator
3395,28,4,2,مهندس,Engineer
1255,13,3,1,مهندس  كهرباء ثالث,3rd Electrical Engineer
1256,13,3,1,مهندس  كهرباء ثاني,2nd Electrical Engineer
4135,63,3,1,مهندس أمن معلومات ثاني,Second Information Security Engineer
3878,63,3,1,مهندس إدارة أجهزة الشبكات وامن المعلومات,Network and Security Engineer
3866,63,3,1,مهندس إدارة البريد الالكتروني,Email Management Engineer
3865,63,3,1,مهندس إدارة خدمات حماية الأجهزة,Endpoint Protection Services Engineer
3863,63,3,1,مهندس إدارة وسائل تخزين,Storage Management Engineer
4250,63,3,1,مهندس اتصالات اول,Senior Communication Engineer
3879,63,3,1,مهندس استراتيجية تكنولوجيا المعلومات,Information Technology Policy Engineer
3862,63,3,1,مهندس الأنظمة السحابية والبنية التحتية,Cloud & Infrastructure Architect
3880,63,3,1,مهندس امن الاعمال,Business Security Architect
3876,63,3,1,مهندس امن تطبيقات,Application Security Engineering
3877,63,3,1,مهندس امن تقني,Technical Security Architect
2039,13,3,1,مهندس انشائي أول,1st Structural Engineer
2037,13,3,1,مهندس انشائي ثالث,3rd Structural Engineer
3861,63,3,1,مهندس بيانات,Data Architect
3864,63,3,1,مهندس تشغيل ومراقبة مركز البيانات,Data Center Operations and Monitoring of IT Infrastructure Engineer
4330,13,3,1,مهندس تعليم تقني اول,Senior Technical Education Engineer
3383,28,4,2,مهندس تكنولوجيا,Technology Engineer
2035,13,3,1,مهندس تكييف أول,1st Conditioning Engineer
2033,13,3,1,مهندس تكييف ثالث,3rd C Engineer
2034,13,3,1,مهندس تكييف ثاني,2nd Conditioning Engineer
4306,283,3,1,مهندس جودة ثالث,3rd  Quality Engineer
1940,63,3,1,مهندس حاسب آلي أول,1st IT Engineer
1938,63,3,1,مهندس حاسب آلي ثالث,3rd IT Engineer
1939,63,3,1,مهندس حاسب آلي ثاني,2nd IT Engineer
3747,63,3,1,مهندس حلول,Solution Architect
3867,63,3,1,مهندس خدمات النسخ الاحتياطي والاستعادة,Backup and Restore engineer
3869,63,3,1,مهندس دعم تطبيقات,Application support engineer
4017,63,3,1,مهندس دعم تطبيقات أول,Senior Application Support Engineer
1952,63,3,1,مهندس دعم فني أول,1st Technical Support Engineer
1950,63,3,1,مهندس دعم فني ثالث,3rd Technical Support Engineer
1951,63,3,1,مهندس دعم فني ثاني,2nd Technical Support Engineer
2086,43,3,1,مهندس زراعة ثاني,2nd Agricultural Engineer
2085,43,3,1,مهندس زراعي ثالث,3rd Agricultural Engineer
3803,63,3,1,مهندس شبكات,Network Engineer
1948,63,3,1,مهندس شبكات أول,1st Network Engineer
3801,63,3,1,مهندس ضبط جودة,Senior QA Engineer
3312,283,3,1,مهندس ضمان الجودة اول,Senior QA Engineer
3868,63,3,1,مهندس قواعد بيانات,Database Administrator/ Database Engineer
3381,28,4,2,مهندس كهرباء,Electrical Engineer
2475,13,3,1,مهندس كهرباء أول,1st Electrical Engineer
2476,13,3,1,مهندس كهرباء ثاني,2nd  Electrical Engineer
4923,28,4,2,مهندس مختبر STEM,STEM Lab Engineer
4927,28,4,2,مهندس مختبر الاتصالات,Telecommunica-tions Lab Engineer
4920,28,4,2,مهندس مختبر التصنيع الرقمي,Digital Fabrication Lab Engineer
4922,28,4,2,مهندس مختبر الروبوت,Robotics Lab Engineer
4926,28,4,2,مهندس مختبر الشبكات,Networking Lab Engineer
4921,28,4,2,مهندس مختبر الطاقة,Energy Lab Engineer
4928,28,4,2,مهندس مختبر الكيمياء التحليلية,Analytical Chemistry Lab Engineer/Teacher
3842,28,4,2,مهندس مختبرات العلوم والتكنولوجيا,Engineer of Science and Technology
1253,13,3,1,مهندس مدني أول,1st Civil Engineer
1261,13,3,1,مهندس معماري أول,1st Architect
1259,13,3,1,مهندس معماري ثالث,3rd Architect
1260,13,3,1,مهندس معماري ثاني,2nd Architect
3382,28,4,2,مهندس ميكانيكا,Mechanical Engineer
1965,63,3,1,مهندس نظم أول,1st Systems Engineer
1964,63,3,1,مهندس نظم ثاني,2nd Systems Engineer
239,13,3,1,مهندس وسائط متعددة,Multimedia Engineer
1944,63,3,1,مهندس وسائط متعددة أول,1st Multimedia Engineer
4929,28,4,2,مهندس/معلم مختبر الفيزياء التطبيقية,Applied Physics Lab Teacher / Engineer
4930,28,4,2,مهندس/معلم مختبر علوم الفضاء والطيران,Aerospace & Space Science Lab Teacher / Engineer
3860,63,3,1,موثق تقني,Technical Writer
50303,283,3,1,موجه  لغة فرنسية,موجه  لغة فرنسية
